mode,N,q,p,seq_mean,seq_stdev,par_mean,par_stdev,speedup,used_samples
weak,128,1,1,0.00033926668887337047,3.3109498888377457e-06,0.3743984000058845,0.02887615532406018,0.0009061649004590783,5
weak,256,2,4,0.0025161399971693754,0.000193397856571927,0.4220206000221272,0.0027416833421355312,0.005962126012420839,3
weak,512,4,16,0.01565855002263561,0.00013036035483085366,0.9418259999947622,0.0009529200745801316,0.016625735563387176,3
