mode,N,q,p,seq_mean,seq_stdev,par_mean,par_stdev,speedup,used_samples
weak,256,1,1,0.0016448655173760549,0.00013633497811464405,0.21132932413682534,0.001986499622908797,0.007783422977830968,29
weak,512,2,4,0.009480696433456615,0.000223760029434498,0.28030201071773525,0.005152445934613771,0.03382314814360607,28
weak,1024,4,16,0.06970408620866786,0.003925596096689352,0.7997159448267636,0.030729298213007877,0.08716105594689291,29
